pair	inflected_pair	alignments	Source Language	Target Language
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	We should also find a way to control what we are importing from other countries outside the EU , especially in some northern European ports .	Wir sollten auch einen Weg finden , um zu kontrollieren , was wir aus anderen Ländern außerhalb der EU einführen , vor allem in einigen nördlichen europäischen Häfen .
('tackle', 'issue')	('tackled', 'issue')	[('tackled', 'gelöst'), ('issue', 'Frage')]	This issue can not be tackled appropriately by EU legislation alone , but needs to be discussed at a global level .	Diese Frage kann nicht von der EU-Gesetzgebung allein gelöst werden , sondern muss auf globaler Ebene diskutiert werden .
('tackle', 'point')	('tackle', 'point')	[('tackle', 'angehen'), ('point', 'Punkt')]	We will tackle that point if there is still any hesitation to be overcome .	Wir werden diesen Punkt angehen , wenn immer noch Bedenken überwunden werden müssen .
('tackle', 'point')	('tackle', 'point')	[('tackle', 'angehen'), ('point', 'Punkt')]	With regard to additional spectrum for broadband and the second digital dividend , I think everybody is aware that sooner or later - and most of the Members of Parliament will probably think sooner - we will have to tackle that point , too .	Im Hinblick auf die zusätzlichen Frequenzen für Breitbandanwendungen und die zweite digitale Dividende ist sich , denke ich , jeder der Tatsache bewusst , dass wir früher oder später - und die meisten Parlamentarier werden denken früher - auch diesen Punkt angehen müssen .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'meistern'), ('challenges', 'Herausforderungen')]	Investment in education , research and innovation has the potential to create more wealth and jobs than it costs , and investment in innovation will help us tackle the great challenges that society faces .	Investitionen in Bildung , Forschung und Innovation verfügen über das Potenzial , mehr Wohlstand und Arbeitsplätze zu schaffen , als dass diese kosten , und mithilfe von Investitionen in Innovationen werden wir die großen gesellschaftlichen Herausforderungen meistern .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'sich'), ('tackle', 'befasst'), ('issue', 'Angelegenheit')]	In a nutshell , the report fails really to tackle the issue and assembles bits and pieces alongside the present existing possibilities to put culture on the agenda both for the EU and between the EU and third countries .	Zusammengefasst bedeutet dies , dass der Bericht sich nicht wirklich mit der Angelegenheit befasst und Bruchstücke entlang den gegenwärtig existierenden Möglichkeiten zusammenträgt , um Kultur auf die Tagesordnung zu setzen , sowohl in der EU als auch in den Beziehungen zwischen der EU und Drittländern. 
('tackle', 'challenge')	('tackle', 'challenge')	[('tackle', 'angehen'), ('challenge', 'Herausforderung')]	Then let us tackle the challenge of external representation which will be another major step forward once agreed and implemented .	Danach sollten wir die Herausforderung der Vertretung nach außen angehen , die einen weiteren großen Fortschritt darstellen wird , sobald sie vereinbart und umgesetzt worden ist .
('tackle', 'issue')	('tackles', 'issues')	[('tackles', 'behandelt'), ('issues', 'Probleme')]	I am voting for this own-initiative report since it tackles the current issues in the interminable debate on the ratings industry : specifically , the lack of competition , oligopolistic structures , and the lack of accountability and transparency , primarily as regards rating sovereign debt .	Ich stimme für diesen Initiativbericht , da er die aktuellen Probleme in der Endlosdebatte über die Ratingindustrie behandelt : Im Einzelnen sind das der mangelnde Wettbewerb , oligopolistische Strukturen sowie das Fehlen von Rechenschaftspflicht und Transparenz , insbesondere in Bezug auf Staatsschulden .
('find', 'way')	('finds', 'way')	[('finds', 'findet'), ('way', 'Weg')]	I sincerely hope that the Commission finds another way forward to test the safety culture .	Ich hoffe wirklich , dass die Kommission einen anderen Weg zur Prüfung der Sicherheitskultur findet .
('tackle', 'issue')	('tackle', 'issues')	[('tackle','in'), ('tackle','Angriff'), ('tackle', 'zu'), ('tackle', 'nehmen'), ('issues', 'Fragen')]	We can do our best , but what we need from the Greek authorities is a clear show of unity , and a clear show of resolve to tackle the difficult issues in that country .	Wir können unser Bestes geben , aber wir brauchen ein klares Zeichen der Einigkeit seitens der griechischen Behörden und ein klares Zeichen der Entschlossenheit , die schwierigen Fragen in diesem Land in Angriff zu nehmen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle','in'), ('tackle','Angriff'), ('tackle', 'zu'), ('tackle', 'nehmen'), ('problem', 'Problem')]	I ask the Commission to bring forward further programmes along these lines to tackle this life-threatening problem that faces all of Europe .	Ich bitte die Kommission , gemäß diesen Linien weitere Programme vorzulegen , um dieses lebensbedrohende Problem in Angriff zu nehmen , das in ganz Europa besteht .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'mit'), ('tackle', 'umgehen'), ('problem', 'Problemen')]	We have to pay serious attention to this problem , which is a problem accentuated by a lack of political will , by far too much nationalism , and dare I suggest that we should look at the policies of the Norwegians and Icelanders and how they tackle their problems .	Wir müssen diesem Problem besondere Aufmerksamkeit schenken , da es durch einen Mangel an politischem Willen , zu viel Nationalismus und meines Erachtens auch die Politiken der Norweger und Isländer und dadurch verschärft wird , wie diese mit ihren Problemen umgehen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Bekämpfung'), ('problem', 'Drogenproblematik')]	This should provide , for example , for the establishment of a European coastguard service to tackle the drugs problem , which is a dreadful blight on all our communities .	So sollte z.B. eine europäische Küstenwache zur Bekämpfung der Drogenproblematik eingerichtet werden , die für alle zur schrecklichen Plage geworden ist .
('find', 'way')	('found', 'way')	[('found', 'einschlagen'), ('way', 'Weg')]	So while we welcomed last night 's announcement from the American side of a six months delay , we are fundamentally opposed to this legislation in principle and we want to say that we think that the Americans , by bullying their allies , have not found the correct way forward .	Wir begrüßten gestern abend zwar , daß die amerikanische Seite eine Verschiebung um 6 Monate angekündigt hat , dennoch sind wir grundsätzlich gegen dieses Gesetz , und wir möchten betonen , daß unseres Erachtens die Amerikaner nicht den richtigen Weg einschlagen , wenn sie ihre Verbündeten unter Druck setzen .
('mount', 'campaign')	('mount', 'campaign')	[('mount', 'in'), ('mount', 'Gang'), ('mount', 'zu'), ('mount', 'setzen'), ('campaign', 'Attentatsserie')]	The bombing at Enniskillen , the rioting across large parts of Northern Ireland , and a clear attempt by the IRA to mount yet another bombing campaign in the mainland of the United Kingdom : all of these events must stand condemned .	Das Bombenattentat von Enniskillen , die Ausschreitungen in großen Teilen Nordirlands und der eindeutige Versuch von seiten der IRA , eine weitere Attentatsserie auf der britischen Insel in Gang zu setzen , müssen verurteilt werden .
('tackle', 'issue')	('tackled', 'issue')	[('issue', 'Bereich'), ('to', 'werden'), ('be', 'muss'), ('tackled', 'angegangen')]	The fact that the Irish presidency has highlighted the drugs issue and that all of the Members who spoke here this morning , nearly the majority , considered drugs a priority issue to be tackled by this presidency in an effective way gives carte blanche to the Irish presidency to go ahead and deal with this issue as they see fit .	Der Umstand , daß die irische Präsidentschaft das Drogenproblem angesprochen hat und daß nahezu die Mehrheit aller Vorredner die Drogen als vorrangigen Bereich betrachten , der von der Präsidentschaft wirksam angegangen werden muß , gibt der irischen Präsidentschaft freie Bahn , um sich mit diesem Problem in der Art auseinanderzusetzen , wie sie es für richtig hält .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'anzugehen'), ('problem', 'Problem')]	I said earlier in response to another debate in the House on the common foreign and security policy area that I believe that we need to do much more as a region in a coordinated way to tackle this problem .	Ich sagte bereits in der Aussprache zur Gemeinsamen Außen - und Sicherheitspolitik , daß wir als Region koordinierter handeln müssen , um dieses Problem anzugehen .
('find', 'way')	('find', 'ways')	[('find', 'finden'), ('ways', 'Wege')]	It is our job , the job of politicians , not economists , to try to find ways - new ways and novel ways - of raising this particular issue .	Es ist unsere Aufgabe , die Aufgabe der Politiker und nicht der Wirtschaftler , Wege zu finden - neue und neuartige Wege - , um sich mit diesem besonderen Thema auseinanderzusetzen .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'behandeln'), ('issues', 'Fragen')]	Let me put on record that it is important that we tackle issues of real importance to people in Europe , not just the global issues , not just the grande politique , but real issues that affect real people 's lives .	Lassen Sie mich zu Protokoll geben , daß es wichtig ist , daß wir Fragen , die für die Menschen in Europa wirklich von Bedeutung sind und nicht nur globale Themen , nicht nur die grande politique , sondern wirkliche Fragen , die das wirkliche Leben der Menschen beeinflussen , behandeln .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Ausweg')]	Many of us have been involved in trying to find some way out of the planetary catastrophe that could ensue .	Viele von uns sind an dem Versuch beteiligt , einen Ausweg aus der planetaren Katastrophe zu finden , die sich ereignen könnte .
('tackle', 'problem')	('tackling', 'problems')	[('tackling', 'befaßte'), ('problems', 'Wohnungsproblemen')]	After the war he was a long-serving member of Liverpool City Council and devoted himself to tackling the problems of housing in that city .	Nach dem Krieg war er ein langjähriges Mitglied des Stadtrats von Liverpool , in dem er sich speziell mit den Wohnungsproblemen dieser Stadt befaßte .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'eine'), ('tackle', 'Lösung'), ('tackle', 'zu'), ('tackle', 'finden'), ('problem', 'Problem')]	While we have a duty to tackle this problem within EU waters , ultimately this a problem which requires international action .	Wir sind verpflichtet , für dieses Problem in den EU-Gewässern eine Lösung zu finden , doch handelt es sich hier letztlich um ein Problem , bei dem ein Vorgehen auf internationaler Ebene erforderlich ist .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Problem'), ('tackle', 'angegangen'), ('tackle', 'werden'), ('tackle', 'soll'), ('problem', 'Problem')]	Cool too is the British Government and CBI view of another central proposal of the Commission document , to tackle the problem of late payments which so besmirches Europe 's and the UK 's business environment , propelling small firms into insolvency , because the Michael Heseltine view of the acceptability of stringing creditors along still prevails .	Kühl stehen die britische Regierung und der CBI auch einem weiteren maßgeblichen Vorschlag im Kommissionsdokument gegenüber , dem zufolge das Problem der Einhaltung der Zahlungstermine angegangen werden soll , das einen argen Schandfleck für die Geschäftswelt in Europa und Großbritannien darstellt und durch das kleine Unternehmen in den Bankrott getrieben werden , weil die Auffassung von Michael Heseltine , daß es zulässig sei , Gläubiger hinzuhalten , nach wie vor großen Anklang findet .
('find', 'way')	('find', 'ways')	[('find', 'erörtern'), ('ways', 'Lösungsmöglichkeiten')]	Could I ask whether the Commissioner would meet with Ms Morgan and myself specifically to try to find practical ways forward here .	Wäre die Frau Kommissarin bereit , mit Frau Morgan und mir in einem Gespräch praktische Lösungsmöglichkeiten zu erörtern ?
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Lösung')]	But perhaps we could talk with you , Commissioner , and try to suggest ways forward with the associations that run hostels and similar activities internationally , and find a practical way forward so that parents can be sure of their children 's security when they send them abroad so that we have a quick practical solution to this problem rather than a theoretical one in the long term .	Aber vielleicht könnten wir Ihnen , Frau Kommissarin , in einem Gespräch Möglichkeiten aufzeigen , und zwar gemeinsam mit den Verbänden , die solche Herbergen und ähnliche Veranstaltungen international durchführen , und eine praktische Lösung finden , so daß Eltern der Sicherheit ihrer Kinder gewiß sind , wenn sie sie ins Ausland schicken , und damit eine rasche und praktische Lösung für dieses Problem anstatt einer langfristig-theoretischen gefunden wird .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'in'), ('tackle', 'Angriff'), ('tackle', 'nehmen'), ('problem', 'Problem')]	To agree with Mrs Jackson , I find that one of the areas missing here is the cost to the citizen of these policies : we need to ensure that Member States tackle this problem in parallel to getting quality right .	Ich stimme mit Frau Jackson darin überein , daß man die Frage , wie teuer diese Politiken den Bürger zu stehen kommen , nicht ausklammern darf . Wir müssen dafür sorgen , daß die Mitgliedstaaten dieses Problem parallel zur Verwirklichung einer angemessenen Wasserqualität in Angriff nehmen .
('tackle', 'problem')	('tackled', 'problem')	[('tackled', 'behandelt'), ('tackled', 'werden'), ('tackled', 'sollte'), ('problem', 'Problem')]	I do not agree with the British Prime Minister 's view that this problem should be tackled at national level .	Ich stimme nicht der Ansicht des britischen Premierministers zu , wonach dieses Problem auf nationaler Ebene behandelt werden sollte .
('tackle', 'issue')	('tackled', 'issues')	[('tackled', 'zu'), ('tackled', 'behandeln'), ('tackled', 'sind'), ('issues', 'Probleme')]	The future of the common agricultural policy and structural funds , together with the obvious need for a bigger budget in an enlarged Union , are all difficult political issues which should be tackled in parallel with the Intergovernmental Conference .	Die Zukunft der Gemeinsamen Agrarpolitik und der Strukturfonds zusammen mit der Tatsache , daß bei einer erweiterten Union selbstverständlich ein größerer Haushalt erforderlich sein wird , stellen schwierige politische Probleme dar , die parallel zur Regierungskonferenz zu behandeln sind .
('tackle', 'task')	('tackle', 'tasks')	[('tackle', 'vorgenommen'), ('tasks', 'Pensum')]	These are massive tasks which the EU seeks to tackle in its proposed action plan .	In dem von ihr vorgeschlagenen Aktionsplan hat sich die EU also ein enormes Pensum vorgenommen .
('find', 'way')	('found', 'way')	[ ('find', 'gefunden'), ('way', 'Möglichkeit')]	Please ensure in the fifth framework programme that a way is found to help research into diabetes .	Bitte sorgen Sie im fünften Rahmenprogramm dafür , daß eine Möglichkeit gefunden wird , die Diabetesforschung zu unterstützen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Lösung'), ('problem', 'BSE-Problems')]	Subject : Attempts to tackle the problem of BSE	Betrifft : Versuche zur Lösung des BSE-Problems
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'uns'), ('tackle', 'mit'), ('tackle', 'befassen'), ('problem', 'Problem')]	I think if we are to tackle the problem , the first thing we should do is determine the extent of the problem , so I do believe much work remains to be done .	Wenn wir uns mit diesem Problem befassen wollen , dann sollten wir zunächst das Ausmaß dieses Problems bestimmen , und deshalb ist meines Erachtens noch viel zu tun .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Möglichkeit')]	I hope that the Commissioner will find a way - because she is a very practical , competent and capable person - of ensuring that the rules will be applied properly .	Ich hoffe , daß die Kommissarin , die sehr praktisch orientiert , kompetent und fähig ist , eine Möglichkeit finden wird , die Beachtung der Vorschriften sicherzustellen .
('tackle', 'point')	('tackled', 'points')	[('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'genommen'), ('points', 'Punkte')]	Those specific points should be specifically tackled by the Commission .	Diese speziellen Punkte sollten von der Kommission vorrangig in Angriff genommen werden .
('close', 'debate')	('closed', 'debate')	[('debate', 'debatte'), ('to', 'NULL'), ('be', 'haben'), ('closed', 'Beendigung')]	Madam President , I would simply like to point out that on Wednesday , on the initiative of the President , we voted for an adjournment of the urgent debate on Zaire , but not for the debate to be closed .	Frau Präsidentin , ich möchte lediglich darauf hinweisen , daß wir am Mittwoch auf Initiative der Präsidentschaft für eine Unterbrechung , nicht jedoch für eine Beendigung der Dringlichkeitsdebatte über Zaire gestimmt haben .
('find', 'way')	('find', 'ways')	[('find', 'Suche'), ('ways', 'NULL')]	The main problem now is not food or medicaments but it is basically shelter and trying to find some ways of earning a living in the months to come .	Das Hauptproblem sind jetzt nicht die Nahrungsmittel und die Medikamente , sondern die Unterkunft und die Suche nach einem Lebensunterhalt in den nächsten Monaten .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'bekämpfen'), ('problem', 'Problem')]	The trade in these drugs is multinational in nature , as is the laundering of the vast sums of money involved in this trade yet the response of the multinational organization best placed to tackle this problem , the European Union , is seen to be virtually non-existent .	Der Drogenhandel findet auf multinationaler Ebene statt , ebenso wie die Wäsche der an diesem Handel beteiligten enormen Geldsummen , und dennoch gibt es eigentlich keine Antwort von seiten der multinationalen Organisationen , die am besten geeignet wäre , dieses Problem zu bekämpfen , nämlich der Europäischen Union .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Wege')]	I would hope , too , that the European Commission will find some way of increasing the support to the programmes which will help children and young people as Romania begins in earnest its progress towards a closer relationship with the European Union .	Ich hoffe auch , daß die Europäische Kommission Mittel und Wege finden wird , die Unterstützung der Hilfsprogramme für Kinder und Jugendliche auszuweiten , nun da Rumänien ernsthaft um Fortschritte auf dem Wege zu einer engeren Beziehung zur Europäischen Union bemüht ist .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'angehen'), ('problem', 'Problem')]	That is why we need concerted action at European level : a common economic policy , particularly in the field of public investment , so that we can boost growth rates and tackle the unemployment problem .	Aus diesem Grunde brauchen wir eine konzertierte Aktion auf europäischer Ebene : eine gemeinsame Wirtschaftspolitik , vor allem auf dem Gebiet der öffentlichen Investitionen , damit wir die Wachstumsraten hochschnellen lassen und das Problem der Arbeitslosigkeit angehen können .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'bei'), ('tackle', 'der'), ('tackle', 'Wurzel'), ('tackle', 'packen'), ('problem', 'Problem')]	The rapporteur clearly knows this and knows that you do not punish the victims of society 's failures just because benefit bills are going up ; you tackle the real problem , which is to get people back to work .	Die Berichterstatterin ist sich dessen deutlich bewußt , und sie weiß , daß man nicht einfach diejenigen bestrafen kann , die von den Versäumnissen der Gesellschaft am meisten betroffen sind , nur weil die Sozialkosten ansteigen . Man muß das Problem bei der Wurzel packen und dafür sorgen , daß die Menschen wieder Arbeit haben .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'angehen'), ('problem', 'Problem')]	If we truly believe in diversification and changing from defenceorientated production to civilian production , then we must tackle this problem .	Wenn wir wirklich an die Konversion und den Wandel von der rüstungsorientierten Produktion zur zivilen Produktion glauben , dann müssen wir das Problem angehen .
('find', 'way')	('find', 'way')	[('find', 'sich'), ('find', 'zurechtfindet'), ('way', 'NULL')]	I should like to give the Commissioner a hypothetical example : if a 62-year-old , registered blind official was working in an external office - in other words he is only three years from retirement - and he is comfortable in that office , can find his way around about it and there are no complaints about the quality of his work , would he think it a reasonable policy towards disabled people to consider compulsory transfer of that individual back to Brussels at that stage of his career ?	Ich möchte dem Herrn Kommissar ein hypothetisches Beispiel geben . Wenn ein 62 Jahre alter , als blind registrierter Beamter in einem externen Büro arbeitet - zu seiner Pensionierung sind es also nur noch 3 Jahre - und er sich in diesem Büro wohlfühlt , er sich dort zurechtfindet und es keine Beschwerden über die Qualität seiner Arbeit gibt , hält der Herr Kommissar dann die Politik gegenüber dieser behinderten Person für vernünftig , zu diesem Zeitpunkt in der Laufbahn dieses Beamten eine Versetzung zurück nach Brüssel in Betracht zu ziehen ?
('close', 'debate')	('closing', 'debate')	[('closing', 'abzuschließen'), ('debate', 'Aussprache')]	Thank you , Mrs Green , but I have no way of closing this debate today while people are still asking for the floor .	Danke , Frau Green , aber ich habe heute keine Möglichkeit , diese Aussprache abzuschließen , solange es Wortmeldungen gibt .
('grasp', 'point')	('grasp', 'point')	[('grasp', 'erfassen'), ('point', 'Punkt')]	The Chinese seem unable to grasp the essential point , pointed out by Mr Watts and others , that it is not simply a money-making city ; its economic welfare depends on the wellbeing of its citizens , and that point has yet to be grasped .	Die Chinesen können offensichtlich nicht den wesentlichen Punkt erfassen , auf den Herr Watts und andere hingewiesen haben , daß es sich nämlich nicht nur um eine Stadt handelt , in der Geld gemacht wird . Der wirtschaftliche Wohlstand hängt von dem Wohlergehen seiner Bürger ab , und dieser Punkt muß erst noch verstanden werden .
('find', 'way')	('find', 'way')	[('find', 'aufzuzeigen'), ('way', 'Ausweg')]	Whether he has succeeded or not depends on one 's particular point of view but I want to pay tribute to him for the long , hard and diligent work he engaged in to find a compromise and a way forward .	Ob seine Arbeit von Erfolg gekrönt ist , hängt zwar vom jeweiligen individuellen Standpunkt ab , doch möchte ich ihm meine Anerkennung für die lange , schwere und engagierte Arbeit aussprechen , die er geleistet hat , um einen Kompromiß zu finden und einen Ausweg aufzuzeigen .
('find', 'way')	('find', 'way')	[('find', 'auseinandersetzen'), ('way', 'NULL')]	Open media can be intrusive and the problem with the Internet today is that we have to find a way of dealing with the various segments within which its operations take place .	Die offenen Medien können heute Eindringlinge sein , und das Problem mit dem Internet besteht heute darin , daß wir uns mit den verschiedenen Segmenten auseinandersetzen müssen , in denen seine Operationen stattfinden .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Lösung'), ('problem', 'Problems')]	I want to confirm the positive spirit in which the Commission tries to tackle this kind of problem .	Ich möchte bestätigen , daß die Kommission sich positiv um eine Lösung dieses Problems bemüht .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'Bekämpfung'), ('problem', 'Problems')]	Those of us with a background in education are absolutely convinced that education is the key to overcoming ignorance and , in turn , to tackling the real problems of racism and nationalism , which , if unchecked will be a serious problem to the European Union .	Diejenigen von uns , die über Erfahrungen im Bildungssektor verfügen , sind absolut davon überzeugt , daß die Bildung der Schlüssel zu der Überwindung von Ignoranz und damit wieder zur Bekämpfung des eigentlichen Problems des Rassismus und des Nationalismus ist , aus denen , wenn sie nicht kontrolliert werden , der EU ernsthafte Schwierigkeiten entstehen können .
('tackle', 'problem')	('tackled', 'problems')	[('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'nehmen'), ('problems', 'Probleme')]	It is high time that this problems was tackled much more efficiently than we have been able to do so far .	Es ist höchste Zeit , daß wir diese Probleme wesentlich entschlossener als bisher in Angriff nehmen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'bekämpfen'), ('problem', 'NULL')]	Do you not think it is time , given the state of the debate on economic and monetary union and the very clear shift of public opinion in Europe now , to rebalance economic and monetary union so that we can prove to the citizens of the European Union that we can have , on the one hand , a successful economic and monetary union and on the other hand , that we can tackle the problem of unemployment ?	Sind Sie nicht auch der Auffassung , daß es - angesichts des Stands der Diskussion über die Wirtschafts - und Währungsunion und den derzeit doch sehr deutlichen Umschwung der öffentlichen Meinung in Europa - an der Zeit wäre , die Wirtschafts - und Währungsunion neu auszutarieren , damit wird den Bürgern der Europäischen Union beweisen können , daß wir einerseits eine erfolgreiche Wirtschafts - und Währungsunion haben und andererseits die Arbeitslosigkeit bekämpfen können ?
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	We must keep trying to find a way through the maze .	Wir müssen weiter versuchen , einen Weg durch dieses Labyrinth zu finden .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	We have to act here with some sort of morality and say : OK , maybe the underspend will pay for it but we actually have to find a way .	Hier müssen wir uns einer gewissen Moral befleißigen und sagen : OK , vielleicht reicht die Nichtausschöpfung aus , aber wir müssen einen Weg finden .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'um'), ('tackle', 'in'), ('tackle', 'Angriff'), ('tackle', 'zu'), ('tackle', 'nehmen'), ('problems', 'Beschäftigungsproblem')]	This House is desperately disappointed that nothing has happened since the Essen Summit meeting to tackle the problems of unemployment and while Mr Santer said we should do less better , the one thing we can not renege upon are measures that will bring down the levels of unemployment .	Das Parlament ist tief enttäuscht darüber , daß seit dem Gipfel in Essen nichts geschehen ist , um das Beschäftigungsproblem in Angriff zu nehmen , und wenngleich Herr Santer sagte , daß wir weniger besser machen sollten , so ist doch das einzige , worauf wir nicht verweisen können , ein Maßnahmenpaket zur Senkung der Arbeitslosenquote .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'bekämpfen'), ('problem', 'Arbeitslosenproblem')]	I would urge the Council to instruct the Commission at Amsterdam , once we have the chapter on employment and once we have a pact that balances stability with growth , to come forward with a new model of development that ensures that we can tackle the unemployment problem and social exclusion and to try to help make this a Europe worthy of our citizens .	Ich möchte den Rat dringend bitten , sobald das Kapitel über Beschäftigung vorliegt und wir einen Pakt mit einem ausgewogenen Verhältnis zwischen Stabilität und Wachstum haben , die Kommission in Amsterdam anzuweisen , ein neues Entwicklungsmodell zu erarbeiten , mit dem wir das Arbeitslosenproblem und die soziale Ausgrenzung wirksam bekämpfen und ein Europa verwirklichen können , das seiner Bürger würdig ist .
('tackle', 'issue')	('tackled', 'issue')	[('tackled', 'erörtert'), ('issue', 'Thema')]	That issue must be tackled by this IGC .	Dieses Thema muß in dieser Regierungskonferenz dringend erörtert werden .
('tackle', 'problem')	('tackled', 'problems')	[('tackled', 'angegangen'), ('tackled', 'ist'), ('problems', 'Probleme')]	I would like to pay tribute to Jan Mulder for the way in which he tackled these problems .	Ich möchte Herrn Jan Mulder dafür danken , wie er diese Probleme angegangen ist .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'lösen'), ('problem', 'Problem')]	Otherwise we will be going round in circles without tackling the real problem .	Andernfalls werden wir uns im Kreis bewegen , ohne das eigentliche Problem zu lösen .
('close', 'debate')	('closed', 'debate')	[('closed', 'habe'), ('closed', 'geschlossen'), ('debate', 'Aussprache')]	Mrs Kinnock , the Commission did not ask to reply on the last item and that is why I closed the debate , precisely because there was no request to speak .	Frau Kinnock , die Kommission hat nicht darum gebeten , zu dem vorhergehenden Tagesordnungspunkt Stellung zu nehmen ; ich habe also die Aussprache geschlossen , weil es keine Wortmeldung gab .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'anzugehen'), ('issues', 'Dinge')]	Mr President , this report makes an honest attempt to tackle the issues , but in very traditional areas , and it raises a few questions of principle that I would like to deal with .	Herr Präsident , dieser Bericht bemüht sich sehr ehrlich , die Dinge anzugehen , aber in sehr traditionellen Bereichen , und er wirft einige Grundsatzfragen auf , auf die ich eingehen möchte .
('find', 'way')	('find', 'way')	[('find', 'landen'), ('way', 'NULL')]	But , even with all that cover , it can still find its way to the bottom of the pile and the leaflet that comes in the door is not put on display .	Aber trotz dieser gesamten Bandbreite kann es immer zuunterst in einem Stapel landen , und das Faltblatt , das ins Haus kommt , wird nicht zugänglich gemacht .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	The question is , can the European Union find a flexible way , through a joint action , of responding in a coordinated manner to any future situations that might arise where persons are temporarily in need of international protection ?	Die Frage ist , ob die Europäische Union mit Hilfe einer gemeinsamen Maßnahme einen flexiblen Weg finden kann , um in koordinierter Art und Weise auf alle zukünftigen Situationen zu reagieren , in denen Menschen vorübergehenden internationalen Schutz brauchen .
('mount', 'exhibition')	('mounting', 'exhibition')	[('mounting', 'Aufbau'), ('exhibition', 'Ausstellung')]	May I thank the Commission for that programme and Mrs Perez Latorre in particular for her help in mounting the exhibition .	Lassen Sie mich der Kommission danksagen für dieses Programm und besonders auch Frau Perez Latorre für ihre Hilfe beim Aufbau der Ausstellung .
('tackle', 'task')	('tackled', 'task')	[('tackled', 'angegangen'), ('task', 'Problem')]	No one who has read the report can be left with any doubt as to the seriousness with which the task has been tackled .	Niemand , der den Bericht gelesen hat , wird irgendeinen Zweifel an der Ernsthaftigkeit hegen , mit der das Problem angegangen wurde .
('grasp', 'concept')	('grasp', 'concept')	[('grasp', 'begreifen'), ('concept', 'Konzept')]	Still unable to grasp the concept of the single market , such national authorities should be put to the test of Commissioner Monti 's single market scoreboard .	Solche nationalen Behörden , die das Konzept des Binnenmarktes noch immer nicht begreifen können , sollten an der Punkteliste von Kommissar Montis Binnenmarkt gemessen werden .
('tackle', 'problem')	('tackled', 'problem')	[('tackled', 'aufgegriffen'), ('problem', 'Problem')]	Indeed it had been my wish , as Mr Ferber has said , to ensure as rapporteur that this problem was tackled within the directive .	In der Tat war es mein Wunsch , wie Herr Ferber gesagt hat , als Berichterstatter sicherzustellen , daß das Problem in der Richtlinie aufgegriffen wird .
('find', 'way')	('finding', 'way')	[('finding', 'in'), ('finding', 'versetzt'), ('finding', 'wurden'), ('way', 'die'), ('way', 'Lage')]	The first , to which the Commissioner has referred , is the way in which we have moved from a process of confrontation in the budgetary procedure to one more like codecision , as if , by magic , we are finding a way of blurring the distinction between obligatory and non-obligatory expenditure without having to go through a treaty revision to do so .	Die erste , auf die sich auch der Kommissar bezog , ist die Art und Weise , wie wir beim Haushaltsverfahren von einem Kurs der Konfrontation zu mehr Mitentscheidung umgeschwenkt sind , als ob wir wie durch Zauberei plötzlich in die Lage versetzt wurden , den Unterschied zwischen obligatorischen und nicht-obligatorischen Ausgaben in den Hintergrund zu drängen , ohne dazu erst eine Vertragsrevision durchlaufen zu müssen .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'behandelt'), ('tackle', 'werden'), ('problem', 'Problem')]	We have to tackle the problem of space debris .	Behandelt werden muß das Problem des Weltraumschrotts .
